dataset_doi,link_status,pub_types,paper_ids,in_openalex,export_date
10.7910/DVN/CJCZ87,restricted_or_error,,,,2026-03-09
10.7910/DVN/VXQSRT,restricted_or_error,,,,2026-03-09
10.7910/DVN/7VQK4X,restricted_or_error,,,,2026-03-09
10.7910/DVN/9FPFU3,restricted_or_error,,,,2026-03-09
10.7910/DVN/JB4OLK,restricted_or_error,,,,2026-03-09
10.7910/DVN/DWW6LL,restricted_or_error,,,,2026-03-09
10.7910/DVN/DAZOST,restricted_or_error,,,,2026-03-09
10.7910/DVN/MOXRVT,restricted_or_error,,,,2026-03-09
10.7910/DVN/JH9UXH,restricted_or_error,,,,2026-03-09
10.7910/DVN/PHIGEZ,restricted_or_error,,,,2026-03-09
10.7910/DVN/QAWUV5,restricted_or_error,,,,2026-03-09
10.7910/DVN/PKCOCI,restricted_or_error,,,,2026-03-09
10.7910/DVN/V0NZO0,restricted_or_error,,,,2026-03-09
10.7910/DVN/3PPAIE,restricted_or_error,,,,2026-03-09
10.7910/DVN/00KDYS,restricted_or_error,,,,2026-03-09
10.7910/DVN/48LUAS,restricted_or_error,,,,2026-03-09
10.7910/DVN/7LGVPD,restricted_or_error,,,,2026-03-09
10.7910/DVN/BGYLYD,restricted_or_error,,,,2026-03-09
10.7910/DVN/FFHT5V,restricted_or_error,,,,2026-03-09
10.7910/DVN/MVAXNX,restricted_or_error,,,,2026-03-09
10.7910/DVN/DINSIP,restricted_or_error,,,,2026-03-09
10.7910/DVN/PKC6RU,restricted_or_error,,,,2026-03-09
10.7910/DVN/TPYKEW,restricted_or_error,,,,2026-03-09
10.7910/DVN/VONINO,restricted_or_error,,,,2026-03-09
10.7910/DVN/H7OI9K,restricted_or_error,,,,2026-03-09
10.7910/DVN/9XOXBH,restricted_or_error,,,,2026-03-09
10.7910/DVN/FX4PKT,restricted_or_error,,,,2026-03-09
10.7910/DVN/LVPUUG,restricted_or_error,,,,2026-03-09
10.7910/DVN/UPHHSS,restricted_or_error,,,,2026-03-09
10.7910/DVN/RTPM7E,restricted_or_error,,,,2026-03-09
10.7910/DVN/P43R1S,restricted_or_error,,,,2026-03-09
10.7910/DVN/ZAPJGR,restricted_or_error,,,,2026-03-09
10.7910/DVN/Y16T4I,restricted_or_error,,,,2026-03-09
10.7910/DVN/Z2PWDQ,restricted_or_error,,,,2026-03-09
10.7910/DVN/8L55OV,restricted_or_error,,,,2026-03-09
10.7910/DVN/8ZAFXS,restricted_or_error,,,,2026-03-09
10.7910/DVN/JMQXVQ,restricted_or_error,,,,2026-03-09
10.7910/DVN/ERBEC2,restricted_or_error,,,,2026-03-09
10.7910/DVN/KJMKQR,restricted_or_error,,,,2026-03-09
10.7910/DVN/OREU0W,restricted_or_error,,,,2026-03-09
10.7910/DVN/PEIUAJ,restricted_or_error,,,,2026-03-09
10.7910/DVN/3M6J2L,restricted_or_error,,,,2026-03-09
10.7910/DVN/WBFLVZ,restricted_or_error,,,,2026-03-09
10.7910/DVN/UBDMR6,restricted_or_error,,,,2026-03-09
10.7910/DVN/DH9V3C,restricted_or_error,,,,2026-03-09
10.7910/DVN/P5OGQJ,restricted_or_error,,,,2026-03-09
10.7910/DVN/YGGF3H,restricted_or_error,,,,2026-03-09
10.7910/DVN/GGMCVV,restricted_or_error,,,,2026-03-09
10.7910/DVN/RI7DHI,restricted_or_error,,,,2026-03-09
10.7910/DVN/DZN4MN,restricted_or_error,,,,2026-03-09
10.7910/DVN/WBAULO,restricted_or_error,,,,2026-03-09
10.7910/DVN/7KLLMQ,restricted_or_error,,,,2026-03-09
10.7910/DVN/AJBUU4,restricted_or_error,,,,2026-03-09
10.7910/DVN/LA2T8A,restricted_or_error,,,,2026-03-09
10.7910/DVN/HXYYHR,restricted_or_error,,,,2026-03-09
10.7910/DVN/N0CRFO,restricted_or_error,,,,2026-03-09
10.7910/DVN/BLUWZQ,restricted_or_error,,,,2026-03-09
10.7910/DVN/QAF2FS,restricted_or_error,,,,2026-03-09
10.7910/DVN/E8FSYX,restricted_or_error,,,,2026-03-09
10.7910/DVN/DFICJG,restricted_or_error,,,,2026-03-09
10.7910/DVN/FKGU0L,restricted_or_error,,,,2026-03-09
10.7910/DVN/GF5AJZ,restricted_or_error,,,,2026-03-09
10.7910/DVN/GEACOG,restricted_or_error,,,,2026-03-09
10.7910/DVN/VGS6OA,restricted_or_error,,,,2026-03-09
10.7910/DVN/AECTVS,restricted_or_error,,,,2026-03-09
10.7910/DVN/IBWZHM,restricted_or_error,,,,2026-03-09
10.7910/DVN/SRVIO4,restricted_or_error,,,,2026-03-09
10.7910/DVN/VAHUGU,restricted_or_error,,,,2026-03-09
10.7910/DVN/T2VX6K,restricted_or_error,,,,2026-03-09
10.7910/DVN/4D9NIX,restricted_or_error,,,,2026-03-09
10.7910/DVN/MSM3UL,restricted_or_error,,,,2026-03-09
10.7910/DVN/TKSKOR,restricted_or_error,,,,2026-03-09
10.7910/DVN/MOHJSP,restricted_or_error,,,,2026-03-09
10.7910/DVN/ZJWKWK,restricted_or_error,,,,2026-03-09
10.7910/DVN/XYUDDX,restricted_or_error,,,,2026-03-09
10.7910/DVN/78R9XU,restricted_or_error,,,,2026-03-09
10.7910/DVN/JW77X1,restricted_or_error,,,,2026-03-09
10.7910/DVN/4PG2KO,restricted_or_error,,,,2026-03-09
10.7910/DVN/MOG4CD,restricted_or_error,,,,2026-03-09
10.7910/DVN/42OKFG,restricted_or_error,,,,2026-03-09
10.7910/DVN/8GE28O,restricted_or_error,,,,2026-03-09
10.7910/DVN/KMKORJ,restricted_or_error,,,,2026-03-09
10.7910/DVN/1GB2UW,restricted_or_error,,,,2026-03-09
10.7910/DVN/LNONRP,restricted_or_error,,,,2026-03-09
10.7910/DVN/GQBTBU,restricted_or_error,,,,2026-03-09
10.7910/DVN/CHSQJL,restricted_or_error,,,,2026-03-09
10.7910/DVN/2ITNEM,restricted_or_error,,,,2026-03-09
10.7910/DVN/VJN6L1,restricted_or_error,,,,2026-03-09
10.7910/DVN/TAQJ6A,restricted_or_error,,,,2026-03-09
10.7910/DVN/RLDL9Q,restricted_or_error,,,,2026-03-09
10.7910/DVN/JXAWXX,restricted_or_error,,,,2026-03-09
10.7910/DVN/XNWZKD,restricted_or_error,,,,2026-03-09
10.7910/DVN/0FMEMB,restricted_or_error,,,,2026-03-09
10.7910/DVN/8EJRLF,restricted_or_error,,,,2026-03-09
10.7910/DVN/2LHIVQ,restricted_or_error,,,,2026-03-09
10.7910/DVN/KNJWNS,restricted_or_error,,,,2026-03-09
10.7910/DVN/A5P9FR,restricted_or_error,,,,2026-03-09
10.7910/DVN/8SEDYN,restricted_or_error,,,,2026-03-09
10.7910/DVN/7UHS9H,restricted_or_error,,,,2026-03-09
10.7910/DVN/F79GYB,restricted_or_error,,,,2026-03-09
10.7910/DVN/ZZPLC0,restricted_or_error,,,,2026-03-09
10.7910/DVN/KKUJWW,restricted_or_error,,,,2026-03-09
10.7910/DVN/SKAIMZ,restricted_or_error,,,,2026-03-09
10.7910/DVN/M018V1,restricted_or_error,,,,2026-03-09
10.7910/DVN/YAMAKG,restricted_or_error,,,,2026-03-09
